,loss,accuracy,jaccard_coef_int,dice_coef,binary_crossentropy,val_loss,val_accuracy,val_jaccard_coef_int,val_dice_coef,val_binary_crossentropy,lr
0,0.9311538934707642,0.913335919380188,0.5963523983955383,0.38563844561576843,0.31679239869117737,0.9759092926979065,0.9192102551460266,0.766123354434967,0.5181324481964111,0.49404168128967285,9.999999747378752e-05
1,0.6984827518463135,0.9388076066970825,0.765849769115448,0.5733367204666138,0.2718190550804138,0.8366362452507019,0.9210958480834961,0.7771365642547607,0.6000524759292603,0.4366886019706726,9.999999747378752e-05
2,0.6554332971572876,0.9413437247276306,0.779694676399231,0.5986092686653137,0.25404268503189087,0.7833447456359863,0.9192102551460266,0.7689956426620483,0.5311358571052551,0.31448063254356384,9.999999747378752e-05
3,0.6345776915550232,0.9419072270393372,0.7804979681968689,0.6030699610710144,0.23764754831790924,0.7361905574798584,0.928809642791748,0.8000695109367371,0.6142634749412537,0.3504539728164673,9.999999747378752e-05
4,0.6074570417404175,0.9441113471984863,0.7875537872314453,0.6232786178588867,0.23073555529117584,0.9205782413482666,0.8720547556877136,0.6621142625808716,0.47296011447906494,0.39353838562965393,9.999999747378752e-05
5,0.5672023296356201,0.9459159970283508,0.7946905493736267,0.6413006782531738,0.20850279927253723,0.885109007358551,0.9006192088127136,0.7516070604324341,0.586624801158905,0.47173377871513367,9.999999747378752e-05
6,0.5601847767829895,0.9479590058326721,0.7994658350944519,0.6466548442840576,0.20683948695659637,0.8373183608055115,0.9118444323539734,0.7599287033081055,0.6137977242469788,0.4511159062385559,9.999999747378752e-05
7,0.5477426648139954,0.9486250281333923,0.8023129105567932,0.6610189080238342,0.2087618112564087,0.7561531662940979,0.920202374458313,0.7744021415710449,0.6007867455482483,0.3569398522377014,9.999999747378752e-05
8,0.5064834952354431,0.9516982436180115,0.8113690614700317,0.6784577965736389,0.1849415898323059,0.8253136277198792,0.9085615277290344,0.7476150989532471,0.6081579923629761,0.4334716498851776,9.999999747378752e-05
9,0.4880264401435852,0.9523876905441284,0.8114442229270935,0.6890631318092346,0.17708931863307953,0.69803386926651,0.9171428084373474,0.7782648801803589,0.642723798751831,0.3407576084136963,9.999999747378752e-05
10,0.4628933072090149,0.9557539224624634,0.8237856030464172,0.6990423202514648,0.16193532943725586,0.768948495388031,0.9158857464790344,0.7848806381225586,0.651777982711792,0.4207264184951782,9.999999747378752e-05
11,0.4599927067756653,0.9573525190353394,0.8326482772827148,0.7133385539054871,0.17333130538463593,0.7225646376609802,0.9179064035415649,0.7838509678840637,0.6496355533599854,0.37220001220703125,9.999999747378752e-05
12,0.43019887804985046,0.9589951038360596,0.8362337350845337,0.7225660681724548,0.15276512503623962,0.7319071292877197,0.922742486000061,0.785862386226654,0.6591042280197144,0.39101141691207886,9.999999747378752e-05
13,0.41107550263404846,0.9606347680091858,0.8379945755004883,0.7309854030609131,0.14206072688102722,0.7631153464317322,0.9172415137290955,0.7765660285949707,0.6786389946937561,0.44175419211387634,9.999999747378752e-05
14,0.40168091654777527,0.9627861380577087,0.848419725894928,0.7475476264953613,0.1492285281419754,0.6780796647071838,0.9302329421043396,0.8007614612579346,0.678563117980957,0.35664278268814087,9.999999747378752e-05
